protein-name,intent-group,available,Plasmid Name,Gene or insert Name,Alternative Gene/Insert Name 1,Entrez Gene ID,Additional Species of gene or insert,Relevant Mutations,N-terminal Tag,C-terminal Tag,Backbone Name,Bacterial Resistance,Selectable Marker,high or low copy,design-description
nsp13,Yeast expression,true,pGBW-m4046180,helicase,,YP_009725308.1,Saccharomyces cerevisiae,wt,,Cleavable thrombin;StrepII,AmpR; 2u URA3,ampicillin,uracil,high,P141 covid19 protein expression and purification designs
nsp13,Yeast expression,true,pGBW-m4046209,helicase,,YP_009725308.1,Saccharomyces cerevisiae,Saccharomyces cerevisiae recode 1,,Cleavable thrombin;MBP,AmpR; 2u URA3,ampicillin,uracil,high,P141 covid19 protein expression and purification designs
nsp13,Yeast expression,true,pGBW-m4046213,helicase,,YP_009725308.1,Saccharomyces cerevisiae,Saccharomyces cerevisiae recode 1,,Cleavable thrombin;StrepII,AmpR; 2u URA3,ampicillin,uracil,high,P141 covid19 protein expression and purification designs
nsp13,Yeast expression,true,pGBW-m4046232,helicase,,YP_009725308.1,Saccharomyces cerevisiae,Saccharomyces cerevisiae recode 1,,Cleavable thrombin;6xHIS,AmpR; 2u URA3,ampicillin,uracil,high,P141 covid19 protein expression and purification designs
nsp13,Yeast expression,false,pGBW-m4046248,helicase,,YP_009725308.1,Saccharomyces cerevisiae,wt,,Cleavable thrombin;3xFLAG,AmpR; 2u URA3,ampicillin,uracil,high,P141 covid19 protein expression and purification designs
nsp13,Yeast expression,true,pGBW-m4046250,helicase,,YP_009725308.1,Saccharomyces cerevisiae,Saccharomyces cerevisiae recode 1,,Cleavable thrombin;3xFLAG,AmpR; 2u URA3,ampicillin,uracil,high,P141 covid19 protein expression and purification designs
nsp13,Yeast expression,true,pGBW-m4046280,helicase,,YP_009725308.1,Saccharomyces cerevisiae,wt,,Cleavable thrombin;MBP,AmpR; 2u URA3,ampicillin,uracil,high,P141 covid19 protein expression and purification designs
nsp13,Yeast expression,true,pGBW-m4046298,helicase,,YP_009725308.1,Saccharomyces cerevisiae,wt,,Cleavable thrombin;MBP,AmpR; 2u URA3,ampicillin,uracil,high,P141 covid19 protein expression and purification designs
nsp13,Yeast expression,true,pGBW-m4046305,helicase,,YP_009725308.1,Saccharomyces cerevisiae,wt,,Cleavable thrombin;StrepII,AmpR; 2u URA3,ampicillin,uracil,high,P141 covid19 protein expression and purification designs
nsp13,Yeast expression,false,pGBW-m4046343,helicase,,YP_009725308.1,Saccharomyces cerevisiae,wt,,Cleavable thrombin;3xFLAG,AmpR; 2u URA3,ampicillin,uracil,high,P141 covid19 protein expression and purification designs
nsp13,Yeast expression,true,pGBW-m4046372,helicase,,YP_009725308.1,Saccharomyces cerevisiae,Saccharomyces cerevisiae recode 1,,Cleavable thrombin;6xHIS,AmpR; 2u URA3,ampicillin,uracil,high,P141 covid19 protein expression and purification designs
nsp13,Yeast expression,true,pGBW-m4046415,helicase,,YP_009725308.1,Saccharomyces cerevisiae,Saccharomyces cerevisiae recode 1,,Cleavable thrombin;3xFLAG,AmpR; 2u URA3,ampicillin,uracil,high,P141 covid19 protein expression and purification designs
nsp13,Yeast expression,true,pGBW-m4046435,helicase,,YP_009725308.1,Saccharomyces cerevisiae,wt,,Cleavable thrombin;6xHIS,AmpR; 2u URA3,ampicillin,uracil,high,P141 covid19 protein expression and purification designs
nsp13,Yeast expression,true,pGBW-m4046545,helicase,,YP_009725308.1,Saccharomyces cerevisiae,wt,,Cleavable thrombin;6xHIS,AmpR; 2u URA3,ampicillin,uracil,high,P141 covid19 protein expression and purification designs
nsp13,Yeast expression,true,pGBW-m4046552,helicase,,YP_009725308.1,Saccharomyces cerevisiae,Saccharomyces cerevisiae recode 1,,Cleavable thrombin;MBP,AmpR; 2u URA3,ampicillin,uracil,high,P141 covid19 protein expression and purification designs
nsp13,Yeast expression,false,pGBW-m4046622,helicase,,YP_009725308.1,Saccharomyces cerevisiae,wt,,,AmpR; 2u URA3,ampicillin,uracil,high,P141 covid19 protein expression and purification designs
nsp13,Yeast expression,false,pGBW-m4046638,helicase,,YP_009725308.1,Saccharomyces cerevisiae,wt,,,AmpR; 2u URA3,ampicillin,uracil,high,P141 covid19 protein expression and purification designs
nsp13,Yeast expression,true,pGBW-m4046656,helicase,,YP_009725308.1,Saccharomyces cerevisiae,Saccharomyces cerevisiae recode 1,,,AmpR; 2u URA3,ampicillin,uracil,high,P141 covid19 protein expression and purification designs
nsp13,Yeast expression,true,pGBW-m4046704,helicase,,YP_009725308.1,Saccharomyces cerevisiae,Saccharomyces cerevisiae recode 1,,,AmpR; 2u URA3,ampicillin,uracil,high,P141 covid19 protein expression and purification designs
